year,district,sex,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2017,North Canberra,p,2554,2341,2130,3830,8603,6788,5366,3981,3265,3214,2826,2621,2186,1765,1394,1051,869,1097
2017,South Canberra,p,1383,1409,1491,1581,1560,2749,2380,2056,1775,2059,1957,2015,1616,1465,1158,762,564,836
2017,Tuggeranong,p,5923,5705,5236,5659,5814,5502,5774,5681,5645,6092,6241,6172,5294,4240,2794,1729,1086,951
2017,Weston Creek,p,1626,1703,1479,1252,990,1032,1423,1653,1715,1715,1396,1402,1144,1376,1314,862,592,575
2017,Woden,p,2104,2378,2040,2011,2016,2309,2603,2411,2414,2567,2345,2265,1725,1663,1542,1399,966,1087
2017,Molonglo,p,581,411,278,199,398,859,873,670,446,301,226,177,106,113,40,22,16,0
2017,Urriarra-Namadgi,p,47,52,40,49,37,44,59,55,62,45,31,36,27,8,7,3,1,3
2018,Belconnen,m,3511,3502,2879,2937,4462,4256,3896,3963,3424,3152,2614,2424,2292,2106,1918,1197,690,511
2018,Canberra East,m,26,24,10,40,88,110,115,101,96,75,92,88,65,57,46,25,7,6
2018,Gungahlin,m,3744,3513,2699,2315,2724,3326,4003,4056,3268,2877,2082,1576,1117,856,686,373,270,155
2018,North Canberra,m,1357,1257,1118,1739,4379,3416,2938,2123,1754,1654,1426,1399,1074,930,692,433,331,428
2018,South Canberra,m,739,731,771,845,823,1355,1280,1027,880,1009,956,991,762,708,658,375,232,258
2018,Tuggeranong,m,2991,2918,2759,2805,2925,2616,2768,2866,2723,2862,2806,2984,2577,2148,1462,870,509,382
2018,Weston Creek,m,770,898,818,681,505,490,645,781,843,830,696,645,575,557,637,394,295,204
2018,Woden,m,1078,1278,1131,1100,1068,1073,1249,1195,1199,1295,1130,1110,887,818,706,616,464,447
2018,Molonglo,m,343,262,165,137,178,459,455,419,282,178,137,94,51,46,35,7,5,3
2018,Urriarra-Namadgi,m,26,35,24,24,20,17,33,31,34,21,20,14,20,10,3,4,0,0
2018,Belconnen,f,3329,3164,2624,2679,4429,4118,4111,3998,3428,3189,2668,2638,2577,2581,2128,1218,873,842
2018,Canberra East,f,38,22,18,19,18,18,44,31,25,31,32,39,40,32,27,29,3,14
2018,Gungahlin,f,3458,3186,2518,2313,3040,3599,4430,3980,3165,2808,1982,1617,1266,1071,700,470,258,154
2018,North Canberra,f,1211,1154,1144,1837,4521,3451,2660,2053,1620,1589,1457,1340,1082,924,761,625,540,688
2018,South Canberra,f,685,710,775,772,795,1511,1299,1102,904,1070,986,993,905,733,637,419,310,567
2018,Tuggeranong,f,2760,2869,2537,2621,2864,2670,2924,2934,2792,3193,3251,3208,2789,2216,1593,949,648,597
2018,Weston Creek,f,772,793,723,648,525,465,749,812,852,912,702,725,598,716,763,465,356,342
2018,Woden,f,997,1191,1033,995,973,1186,1292,1262,1173,1352,1223,1221,909,806,893,781,544,606
2018,Molonglo,f,315,241,176,125,254,514,543,399,268,174,112,109,81,72,21,21,9,4
2018,Urriarra-Namadgi,f,28,18,20,21,13,22,31,22,41,25,8,17,10,4,4,0,1,3
2018,Belconnen,p,6840,6666,5503,5616,8891,8374,8007,7961,6852,6341,5282,5062,4869,4687,4046,2415,1563,1353
2018,Canberra East,p,64,46,28,59,106,128,159,132,121,106,124,127,105,89,73,54,10,20
2018,Gungahlin,p,7202,6699,5217,4628,5764,6925,8433,8036,6433,5685,4064,3193,2383,1927,1386,843,528,309
2018,North Canberra,p,2568,2411,2262,3576,8900,6867,5598,4176,3374,3243,2883,2739,2156,1854,1453,1058,871,1116
2018,South Canberra,p,1424,1441,1546,1617,1618,2866,2579,2129,1784,2079,1942,1984,1667,1441,1295,794,542,825
2018,Tuggeranong,p,5751,5787,5296,5426,5789,5286,5692,5800,5515,6055,6057,6192,5366,4364,3055,1819,1157,979
2018,Weston Creek,p,1542,1691,1541,1329,1030,955,1394,1593,1695,1742,1398,1370,1173,1273,1400,859,651,546
2018,Woden,p,2075,2469,2164,2095,2041,2259,2541,2457,2372,2647,2353,2331,1796,1624,1599,1397,1008,1053
2018,Molonglo,p,658,503,341,262,432,973,998,818,550,352,249,203,132,118,56,28,14,7
2018,Urriarra-Namadgi,p,54,53,44,45,33,39,64,53,75,46,28,31,30,14,7,4,1,3
2019,Belconnen,m,3436,3510,3024,2882,4469,4225,3894,4061,3326,3254,2676,2424,2235,2053,2019,1283,746,540
2019,Canberra East,m,26,24,10,51,84,103,123,107,82,73,86,97,66,60,37,31,10,4
2019,Gungahlin,m,3724,3665,2792,2412,2817,3331,4010,4246,3473,3004,2210,1650,1195,923,725,421,295,172
2019,North Canberra,m,1360,1315,1209,1725,4428,3378,2960,2252,1737,1717,1465,1413,1125,972,726,456,356,425
2019,South Canberra,m,741,753,806,849,845,1317,1296,1123,918,1000,952,982,816,673,712,384,251,251
2019,Tuggeranong,m,2943,2959,2828,2695,2916,2540,2624,2870,2747,2889,2691,2981,2576,2181,1596,885,554,414
2019,Weston Creek,m,778,884,837,700,526,478,587,797,842,852,704,647,558,548,613,437,288,237
2019,Woden,m,1077,1270,1184,1088,1113,1120,1148,1206,1231,1276,1174,1112,854,793,742,584,482,439
2019,Molonglo,m,387,290,197,155,179,460,545,441,356,200,147,125,52,51,41,14,5,6
2019,Urriarra-Namadgi,m,25,37,28,14,30,22,24,25,39,21,15,22,16,16,3,4,0,0
2019,Belconnen,f,3242,3228,2713,2637,4492,4087,4087,4072,3420,3269,2665,2575,2585,2556,2266,1337,888,874
2019,Canberra East,f,29,28,21,22,20,22,41,34,30,33,30,36,39,27,30,23,8,16
2019,Gungahlin,f,3514,3292,2637,2325,3068,3762,4364,4290,3264,2943,2101,1691,1363,1117,754,520,295,179
2019,North Canberra,f,1240,1167,1187,1776,4619,3592,2738,2078,1670,1639,1508,1386,1116,939,793,650,545,688
2019,South Canberra,f,685,742,773,800,796,1521,1351,1130,936,1053,1032,1018,914,769,674,427,314,537
2019,Tuggeranong,f,2789,2862,2575,2480,2725,2591,2893,3036,2725,3109,3164,3240,2799,2248,1703,1024,668,658
2019,Weston Creek,f,762,829,756,632,554,420,720,845,872,858,767,690,612,645,788,510,377,343
2019,Woden,f,1013,1173,1094,963,1011,1201,1260,1307,1209,1324,1240,1232,928,787,898,784,573,592
2019,Molonglo,f,344,288,213,148,241,528,598,484,315,200,124,104,93,82,24,27,10,7
2019,Urriarra-Namadgi,f,23,20,21,16,14,24,24,27,33,33,8,9,17,1,4,3,1,3
2019,Belconnen,p,6678,6738,5737,5519,8961,8312,7981,8133,6746,6523,5341,4999,4820,4609,4285,2620,1634,1414
2019,Canberra East,p,55,52,31,73,104,125,164,141,112,106,116,133,105,87,67,54,18,20
2019,Gungahlin,p,7238,6957,5429,4737,5885,7093,8374,8536,6737,5947,4311,3341,2558,2040,1479,941,590,351
2019,North Canberra,p,2600,2482,2396,3501,9047,6970,5698,4330,3407,3356,2973,2799,2241,1911,1519,1106,901,1113
2019,South Canberra,p,1426,1495,1579,1649,1641,2838,2647,2253,1854,2053,1984,2000,1730,1442,1386,811,565,788
2019,Tuggeranong,p,5732,5821,5403,5175,5641,5131,5517,5906,5472,5998,5855,6221,5375,4429,3299,1909,1222,1072
2019,Weston Creek,p,1540,1713,1593,1332,1080,898,1307,1642,1714,1710,1471,1337,1170,1193,1401,947,665,580
2019,Woden,p,2090,2443,2278,2051,2124,2321,2408,2513,2440,2600,2414,2344,1782,1580,1640,1368,1055,1031
2019,Molonglo,p,731,578,410,303,420,988,1143,925,671,400,271,229,145,133,65,41,15,13
2019,Urriarra-Namadgi,p,48,57,49,30,44,46,48,52,72,54,23,31,33,17,7,7,1,3
2020,Belconnen,m,3598,3525,3139,3005,4372,4435,3989,4057,3569,3339,2763,2391,2250,2045,1933,1244,768,592
2020,Canberra East,m,34,33,13,29,89,108,131,105,83,80,79,85,66,59,43,31,8,8
2020,Gungahlin,m,3748,3411,2924,2380,2738,3342,3839,3820,3252,2856,2145,1653,1335,1040,917,553,302,207
2020,North Canberra,m,1276,1252,1274,1867,4226,3714,2755,2239,1821,1676,1558,1350,1112,875,737,505,338,363
2020,South Canberra,m,752,797,863,948,904,1326,1254,1213,912,1063,1042,972,917,690,688,461,272,297
2020,Tuggeranong,m,2964,3060,2877,2735,2959,2820,2857,3032,2834,2942,2842,3016,2635,2109,1749,913,621,449
2020,Weston Creek,m,955,900,795,634,519,560,715,923,891,831,691,605,527,481,557,432,276,245
2020,Woden,m,1252,1365,1292,1118,1198,1337,1500,1425,1420,1431,1281,1174,904,815,776,598,496,470
2020,Molonglo,m,528,402,291,205,325,565,598,558,369,251,169,119,104,76,74,37,22,8
2020,Urriarra-Namadgi,m,28,31,29,20,18,22,25,29,39,20,16,22,9,18,3,3,1,2
2020,Belconnen,f,3459,3258,2903,2853,4257,4237,4198,4182,3572,3413,2722,2506,2429,2439,2131,1436,884,872
2020,Canberra East,f,26,30,23,21,17,24,36,30,28,17,35,35,33,44,29,22,6,13
2020,Gungahlin,f,3513,3217,2731,2171,2655,3431,3935,3896,3210,2913,2156,1760,1468,1193,1067,636,356,258
2020,North Canberra,f,1180,1144,1211,1869,4159,3636,2721,2089,1711,1654,1514,1302,1214,931,787,650,522,601
2020,South Canberra,f,676,779,863,913,815,1484,1328,1193,908,1090,1056,1038,1053,798,746,434,370,522
2020,Tuggeranong,f,2877,2882,2712,2543,2903,2796,2935,3111,2772,3144,3181,3265,2858,2353,1795,1044,746,752
2020,Weston Creek,f,915,855,698,605,517,570,819,928,923,860,724,653,575,552,702,491,329,368
2020,Woden,f,1181,1291,1188,1056,1142,1372,1538,1452,1381,1455,1316,1292,985,865,910,821,599,640
2020,Molonglo,f,499,373,267,194,317,566,620,564,358,254,170,124,113,87,79,45,28,12
2020,Urriarra-Namadgi,f,26,17,22,17,18,24,33,27,29,24,11,11,18,1,4,3,4,2
2020,Belconnen,p,7057,6783,6042,5859,8628,8672,8186,8239,7141,6752,5485,4896,4680,4484,4064,2680,1653,1463
2020,Canberra East,p,60,63,36,50,106,132,167,135,111,96,116,121,99,102,70,52,14,21
2020,Gungahlin,p,7261,6627,5656,4550,5392,6773,7774,7716,6463,5770,4301,3414,2802,2233,1984,1189,658,465
2020,North Canberra,p,2454,2398,2484,3735,8385,7349,5477,4328,3533,3330,3071,2651,2327,1805,1524,1155,859,965
2020,South Canberra,p,1428,1573,1725,1860,1719,2811,2582,2404,1822,2153,2100,2011,1968,1488,1434,894,642,819
2020,Tuggeranong,p,5842,5941,5589,5281,5862,5616,5792,6144,5605,6085,6023,6280,5493,4463,3543,1957,1368,1201
2020,Weston Creek,p,1871,1757,1493,1238,1037,1129,1535,1851,1813,1690,1415,1259,1101,1033,1258,923,605,613
2020,Woden,p,2433,2655,2481,2175,2340,2710,3038,2877,2801,2887,2597,2467,1887,1680,1685,1419,1095,1110
2020,Molonglo,p,1026,775,558,398,642,1132,1219,1121,727,505,340,245,218,166,153,83,50,20
2020,Urriarra-Namadgi,p,50,46,50,37,33,46,57,51,68,41,27,33,25,19,7,6,5,4
2021,Belconnen,m,3629,3518,3237,3104,4384,4408,4070,4118,3654,3351,2892,2418,2271,2006,1955,1342,797,622
2021,Canberra East,m,33,36,18,25,88,106,133,100,81,80,70,86,65,61,42,33,10,9
2021,Gungahlin,m,3718,3421,2999,2450,2744,3306,3843,3803,3339,2859,2281,1681,1376,1086,945,621,316,234
2021,North Canberra,m,1288,1264,1344,1949,4249,3861,2796,2286,1914,1636,1703,1353,1169,914,760,566,341,366
2021,South Canberra,m,731,800,858,965,885,1313,1232,1197,913,1020,1071,928,929,719,666,484,280,290
2021,Tuggeranong,m,2918,3057,2837,2745,2893,2806,2832,3016,2864,2857,2900,2929,2654,2124,1790,1015,661,487
2021,Weston Creek,m,970,900,812,638,522,559,709,917,905,833,706,608,530,468,524,464,278,256
2021,Woden,m,1276,1368,1354,1135,1217,1395,1532,1482,1461,1443,1297,1169,976,810,792,616,484,479
2021,Molonglo,m,721,548,404,285,414,719,803,757,518,339,238,156,136,97,96,54,27,10
2021,Urriarra-Namadgi,m,29,24,31,17,16,24,24,25,39,22,13,21,13,15,3,1,2,2
2021,Belconnen,f,3506,3317,2963,2938,4226,4256,4196,4243,3671,3437,2843,2455,2489,2362,2235,1521,917,902
2021,Canberra East,f,24,33,24,19,16,20,35,26,27,15,36,32,30,49,26,26,8,14
2021,Gungahlin,f,3520,3234,2794,2256,2618,3368,3893,3928,3291,2909,2252,1798,1500,1229,1138,692,392,288
2021,North Canberra,f,1188,1176,1270,1927,4148,3738,2770,2151,1800,1664,1598,1338,1245,1015,831,647,562,603
2021,South Canberra,f,671,759,861,936,800,1416,1295,1204,908,1054,1042,1036,1044,816,748,469,375,508
2021,Tuggeranong,f,2811,2871,2749,2522,2822,2782,2897,3086,2802,3037,3164,3239,2829,2411,1889,1112,777,799
2021,Weston Creek,f,938,864,706,615,516,563,799,934,927,853,748,640,581,520,702,519,325,375
2021,Woden,f,1190,1317,1225,1063,1178,1418,1564,1486,1449,1434,1348,1324,1032,887,884,844,634,633
2021,Molonglo,f,683,513,373,269,401,715,822,771,500,341,235,165,147,112,110,62,35,15
2021,Urriarra-Namadgi,f,26,12,24,16,17,23,29,28,27,25,12,12,16,3,4,3,5,2
2021,Belconnen,p,7135,6836,6201,6043,8610,8663,8266,8362,7324,6787,5735,4872,4760,4368,4191,2865,1713,1524
2021,Canberra East,p,57,69,43,45,103,125,168,128,109,95,106,118,95,110,66,57,18,23
2021,Gungahlin,p,7237,6655,5793,4703,5362,6675,7735,7732,6630,5768,4532,3479,2876,2315,2084,1312,707,522
2021,North Canberra,p,2477,2440,2615,3876,8398,7599,5566,4438,3713,3300,3303,2690,2413,1928,1591,1213,903,969
2021,South Canberra,p,1404,1557,1720,1901,1684,2730,2526,2401,1820,2075,2113,1964,1972,1535,1418,953,656,798
2021,Tuggeranong,p,5728,5927,5586,5268,5717,5588,5726,6101,5666,5894,6063,6169,5482,4534,3678,2128,1437,1286
2021,Weston Creek,p,1906,1764,1519,1252,1039,1123,1508,1851,1832,1685,1454,1247,1111,988,1228,981,603,631
2021,Woden,p,2464,2687,2578,2198,2395,2813,3095,2967,2909,2875,2645,2494,2008,1697,1672,1462,1120,1112
2021,Molonglo,p,1405,1062,777,554,816,1434,1625,1530,1018,679,472,320,284,209,205,117,62,26
2021,Urriarra-Namadgi,p,60,37,54,31,32,48,55,53,68,45,24,31,27,18,7,4,7,4
2022,Belconnen,m,3714,3509,3335,3201,4403,4480,4192,4142,3749,3412,2998,2400,2308,2057,1875,1492,831,665
2022,Canberra East,m,32,39,21,26,85,105,130,97,81,82,64,80,69,61,44,38,10,10
2022,Gungahlin,m,3718,3414,3099,2563,2710,3286,3844,3810,3456,2903,2405,1705,1426,1117,927,712,351,256
2022,North Canberra,m,1311,1277,1411,2062,4295,4005,2874,2284,1991,1673,1775,1388,1211,939,793,619,357,371
2022,South Canberra,m,734,782,875,970,882,1311,1218,1171,933,990,1081,918,936,721,639,529,312,289
2022,Tuggeranong,m,2891,2993,2827,2765,2805,2829,2809,2974,2883,2774,2964,2821,2672,2151,1785,1151,689,514
2022,Weston Creek,m,994,890,830,655,517,567,709,921,911,830,731,602,530,464,505,466,299,265
2022,Woden,m,1304,1375,1401,1179,1220,1450,1587,1521,1513,1457,1357,1169,1015,816,772,617,523,485
2022,Molonglo,m,862,648,488,344,451,783,934,889,629,398,283,170,154,101,101,72,31,11
2022,Urriarra-Namadgi,m,32,23,28,20,18,24,24,23,38,21,15,17,15,15,3,3,2,2
2022,Belconnen,f,3602,3337,3070,3013,4211,4328,4240,4286,3817,3439,2997,2440,2485,2365,2228,1665,963,946
2022,Canberra East,f,21,34,25,22,15,18,31,27,25,14,35,35,26,46,29,28,9,15
2022,Gungahlin,f,3537,3248,2891,2341,2566,3331,3847,3932,3407,2951,2397,1800,1546,1276,1138,785,443,315
2022,North Canberra,f,1209,1205,1298,2024,4171,3877,2813,2187,1888,1697,1672,1366,1313,1082,849,685,570,615
2022,South Canberra,f,672,726,885,951,797,1382,1262,1201,925,1010,1070,987,1085,831,753,516,388,491
2022,Tuggeranong,f,2782,2827,2762,2533,2728,2786,2848,3027,2830,2944,3190,3140,2839,2388,1949,1263,801,850
2022,Weston Creek,f,964,857,739,622,510,562,788,923,949,853,774,621,592,500,673,557,335,379
2022,Woden,f,1229,1334,1254,1066,1219,1485,1585,1532,1492,1439,1404,1316,1076,913,865,866,663,647
2022,Molonglo,f,817,610,453,321,434,774,942,909,614,399,280,180,165,115,118,80,38,17
2022,Urriarra-Namadgi,f,28,14,20,16,16,24,29,28,23,20,17,10,14,6,4,3,5,3
2022,Belconnen,p,7314,6849,6405,6214,8614,8809,8430,8428,7565,6851,5995,4840,4794,4421,4103,3157,1793,1611
2022,Canberra East,p,51,73,46,48,99,122,160,124,106,95,100,115,94,107,72,64,19,24
2022,Gungahlin,p,7255,6663,5990,4905,5276,6617,7691,7744,6863,5855,4802,3505,2971,2394,2066,1499,793,571
2022,North Canberra,p,2520,2481,2709,4085,8467,7882,5686,4471,3880,3371,3448,2755,2525,2020,1642,1305,928,986
2022,South Canberra,p,1406,1509,1757,1920,1678,2692,2479,2372,1858,2001,2152,1905,2020,1552,1392,1046,700,779
2022,Tuggeranong,p,5674,5821,5589,5298,5532,5616,5657,6001,5711,5719,6153,5962,5512,4538,3735,2413,1492,1364
2022,Weston Creek,p,1957,1747,1569,1277,1028,1130,1495,1845,1860,1683,1505,1223,1123,963,1178,1023,635,644
2022,Woden,p,2534,2709,2655,2246,2440,2936,3171,3053,3004,2896,2761,2485,2091,1729,1638,1484,1184,1132
2022,Molonglo,p,1680,1260,941,665,886,1557,1876,1797,1243,796,565,351,319,218,220,154,70,28
2022,Urriarra-Namadgi,p,60,38,48,35,32,49,54,51,62,43,31,25,28,19,7,6,7,4
2023,Belconnen,m,3777,3546,3395,3306,4421,4514,4316,4193,3870,3463,3063,2438,2307,2095,1835,1586,887,712
2023,Canberra East,m,31,39,25,30,84,101,128,97,81,80,55,78,74,58,45,40,13,9
2023,Gungahlin,m,3703,3403,3160,2682,2680,3227,3836,3798,3575,2947,2493,1748,1453,1129,942,782,372,281
2023,North Canberra,m,1351,1308,1467,2177,4384,4117,2965,2321,2067,1744,1813,1432,1269,973,820,662,382,368
2023,South Canberra,m,726,772,879,999,881,1308,1202,1150,948,974,1082,914,948,737,626,559,351,290
2023,Tuggeranong,m,2855,2929,2835,2787,2735,2808,2805,2929,2928,2721,2983,2763,2666,2156,1816,1257,735,540
2023,Weston Creek,m,994,910,839,662,523,564,714,914,934,837,740,604,523,477,495,477,299,282
2023,Woden,m,1320,1404,1411,1209,1246,1523,1644,1550,1573,1477,1388,1191,1029,843,753,675,487,505
2023,Molonglo,m,999,753,570,410,478,818,1063,1018,749,461,322,189,164,100,104,88,32,13
2023,Urriarra-Namadgi,m,34,21,31,20,16,25,22,25,36,20,16,17,15,13,4,3,1,2
2023,Belconnen,f,3669,3392,3189,3114,4172,4362,4329,4352,3919,3429,3137,2467,2456,2323,2250,1815,1014,974
2023,Canberra East,f,20,35,23,24,13,20,29,24,25,17,32,24,36,41,34,24,12,14
2023,Gungahlin,f,3522,3244,2980,2437,2529,3259,3801,3939,3512,2942,2537,1810,1596,1297,1165,860,472,343
2023,North Canberra,f,1245,1233,1340,2116,4222,3974,2902,2227,2001,1738,1753,1412,1362,1098,912,719,585,636
2023,South Canberra,f,663,724,893,962,797,1355,1237,1193,939,990,1100,983,1042,889,747,579,398,481
2023,Tuggeranong,f,2751,2766,2791,2554,2634,2785,2823,2984,2860,2842,3201,3056,2831,2440,1992,1383,823,895
2023,Weston Creek,f,960,868,755,634,514,564,769,932,957,853,792,632,598,502,624,593,348,388
2023,Woden,f,1244,1342,1300,1102,1229,1541,1624,1571,1557,1449,1439,1329,1106,938,849,888,688,657
2023,Molonglo,f,945,711,536,378,457,808,1058,1046,732,457,325,197,176,116,123,100,41,18
2023,Urriarra-Namadgi,f,29,17,13,17,17,23,29,28,25,23,14,7,13,9,4,2,5,3
2023,Belconnen,p,7445,6938,6584,6421,8594,8876,8645,8546,7789,6890,6201,4905,4763,4418,4085,3403,1901,1687
2023,Canberra East,p,48,74,49,53,97,121,156,121,106,98,86,103,109,100,79,61,25,22
2023,Gungahlin,p,7224,6647,6139,5119,5208,6486,7637,7737,7087,5892,5029,3557,3050,2427,2107,1641,842,624
2023,North Canberra,p,2596,2541,2808,4294,8607,8091,5866,4547,4068,3483,3566,2845,2630,2070,1731,1382,968,1004
2023,South Canberra,p,1391,1493,1772,1962,1679,2663,2439,2344,1889,1967,2182,1897,1989,1626,1373,1138,749,771
2023,Tuggeranong,p,5606,5695,5628,5341,5369,5592,5629,5911,5788,5563,6183,5820,5497,4598,3809,2640,1559,1435
2023,Weston Creek,p,1955,1778,1593,1296,1038,1128,1483,1846,1888,1690,1534,1236,1122,979,1119,1071,645,669
2023,Woden,p,2564,2745,2711,2312,2475,3064,3268,3120,3130,2926,2827,2521,2136,1783,1601,1564,1176,1161
2023,Molonglo,p,1944,1464,1107,786,934,1625,2121,2066,1480,917,645,387,340,216,227,189,74,31
2023,Urriarra-Namadgi,p,63,39,44,37,33,49,49,54,61,44,30,24,26,22,7,5,6,5
2024,Belconnen,m,3878,3609,3460,3451,4438,4526,4438,4278,4014,3506,3175,2499,2316,2086,1824,1664,930,750
2024,Canberra East,m,31,43,25,30,82,101,127,92,84,77,53,72,80,59,50,33,19,7
2024,Gungahlin,m,3678,3391,3218,2777,2703,3196,3826,3787,3647,3033,2572,1802,1491,1185,968,813,428,299
2024,North Canberra,m,1373,1333,1497,2305,4473,4143,3060,2353,2145,1813,1856,1478,1307,1003,841,694,400,385
2024,South Canberra,m,720,761,883,1019,871,1288,1187,1129,964,975,1076,916,933,767,604,592,365,299
2024,Tuggeranong,m,2819,2870,2836,2806,2687,2739,2790,2894,2933,2725,2976,2715,2664,2169,1805,1359,742,592
2024,Weston Creek,m,995,926,837,680,528,562,723,894,966,848,743,596,531,467,491,479,320,278
2024,Woden,m,1332,1412,1434,1246,1281,1552,1705,1564,1628,1521,1411,1216,1041,855,752,713,493,505
2024,Molonglo,m,1104,854,652,470,526,880,1169,1121,852,526,372,221,189,123,120,109,43,20
2024,Urriarra-Namadgi,m,35,24,32,22,12,25,23,20,35,24,15,13,20,8,7,3,1,1
2024,Belconnen,f,3753,3474,3259,3236,4185,4347,4435,4435,4064,3495,3214,2510,2441,2336,2254,1920,1111,999
2024,Canberra East,f,19,32,23,26,14,19,26,22,25,16,28,27,31,45,33,29,11,14
2024,Gungahlin,f,3500,3263,3025,2553,2521,3199,3791,3899,3612,2985,2611,1867,1640,1364,1179,926,530,371
2024,North Canberra,f,1273,1257,1378,2201,4299,3968,2985,2287,2068,1810,1804,1449,1395,1154,933,759,616,643
2024,South Canberra,f,658,716,895,982,787,1315,1218,1174,961,976,1094,986,1039,913,758,626,406,472
2024,Tuggeranong,f,2716,2738,2772,2593,2554,2717,2805,2936,2898,2785,3156,3013,2828,2463,2001,1462,854,946
2024,Weston Creek,f,959,887,774,646,506,556,762,937,973,866,777,652,583,519,575,620,365,388
2024,Woden,f,1265,1360,1323,1146,1242,1554,1673,1590,1615,1479,1466,1343,1127,966,855,878,707,679
2024,Molonglo,f,1044,813,613,435,500,861,1162,1149,839,518,373,230,203,142,145,126,55,28
2024,Urriarra-Namadgi,f,30,17,13,19,14,24,29,25,29,21,16,9,6,13,2,2,7,3
2024,Belconnen,p,7630,7083,6720,6687,8622,8873,8873,8712,8078,7001,6390,5009,4754,4423,4076,3584,2042,1749
2024,Canberra East,p,47,73,48,55,96,119,154,116,108,93,80,99,111,103,81,60,30,21
2024,Gungahlin,p,7177,6655,6242,5331,5224,6395,7618,7685,7260,6018,5183,3669,3132,2551,2147,1740,957,669
2024,North Canberra,p,2647,2590,2876,4508,8772,8111,6044,4640,4213,3623,3659,2926,2704,2157,1775,1453,1015,1028
2024,South Canberra,p,1378,1479,1779,2000,1658,2605,2405,2305,1926,1951,2169,1905,1973,1680,1361,1219,770,771
2024,Tuggeranong,p,5534,5607,5609,5398,5242,5456,5593,5829,5831,5508,6131,5729,5492,4632,3805,2822,1599,1538
2024,Weston Creek,p,1956,1812,1611,1326,1035,1117,1486,1831,1941,1715,1523,1249,1115,986,1064,1098,685,666
2024,Woden,p,2598,2770,2758,2390,2521,3105,3377,3154,3243,3000,2877,2561,2167,1820,1605,1590,1200,1184
2024,Molonglo,p,2146,1667,1264,904,1026,1743,2330,2271,1691,1045,744,449,391,265,264,237,97,48
2024,Urriarra-Namadgi,p,63,40,45,41,26,47,52,46,65,47,32,20,26,21,8,5,8,4
2025,Belconnen,m,3954,3652,3531,3609,4482,4561,4544,4378,4116,3592,3247,2599,2301,2130,1844,1702,979,787
2025,Canberra East,m,29,43,29,31,82,99,123,91,80,73,54,68,71,60,51,36,20,7
2025,Gungahlin,m,3624,3368,3222,2887,2714,3135,3776,3768,3688,3100,2605,1905,1496,1253,967,858,464,322
2025,North Canberra,m,1393,1352,1511,2428,4567,4138,3130,2394,2210,1844,1871,1554,1328,1059,824,736,457,383
2025,South Canberra,m,712,751,892,1025,861,1262,1175,1119,963,964,1050,946,894,795,601,590,391,311
2025,Tuggeranong,m,2779,2809,2813,2828,2639,2659,2754,2878,2938,2710,2928,2711,2640,2170,1773,1451,758,630
2025,Weston Creek,m,995,933,836,706,523,552,722,897,990,849,747,610,514,483,463,479,321,291
2025,Woden,m,1351,1425,1437,1301,1300,1577,1762,1607,1677,1546,1455,1260,1043,865,748,746,488,514
2025,Molonglo,m,1254,990,758,557,608,1001,1330,1279,986,614,434,273,220,161,144,143,58,31
2025,Urriarra-Namadgi,m,33,24,31,26,12,22,23,22,35,26,14,13,22,6,9,3,1,0
2025,Belconnen,f,3832,3550,3327,3387,4211,4370,4499,4523,4179,3596,3282,2578,2435,2350,2265,1976,1226,1034
2025,Canberra East,f,16,24,27,25,12,20,24,21,22,16,25,27,34,38,40,27,9,16
2025,Gungahlin,f,3451,3249,3059,2652,2517,3132,3719,3850,3665,3068,2638,1950,1668,1409,1187,998,561,412
2025,North Canberra,f,1294,1275,1402,2312,4368,3940,3032,2339,2133,1870,1830,1514,1404,1214,968,806,647,642
2025,South Canberra,f,651,712,890,988,788,1278,1185,1165,970,979,1078,984,1018,940,755,660,402,472
2025,Tuggeranong,f,2676,2688,2726,2650,2493,2635,2754,2891,2901,2771,3109,2965,2797,2447,2037,1544,884,975
2025,Weston Creek,f,955,898,780,659,506,546,750,926,987,887,780,661,564,531,544,622,386,398
2025,Woden,f,1279,1368,1324,1199,1263,1572,1717,1616,1664,1530,1490,1364,1156,985,870,873,732,689
2025,Molonglo,f,1187,945,717,518,575,975,1310,1302,974,609,437,279,235,182,175,162,74,44
2025,Urriarra-Namadgi,f,29,19,13,17,12,24,29,26,28,23,14,10,6,14,2,2,7,3
2025,Belconnen,p,7786,7202,6858,6997,8693,8933,9043,8899,8293,7188,6530,5177,4736,4480,4110,3677,2206,1821
2025,Canberra East,p,44,66,56,55,94,119,147,114,101,89,80,95,105,98,89,63,29,23
2025,Gungahlin,p,7072,6617,6282,5538,5230,6267,7494,7619,7353,6170,5241,3855,3164,2662,2153,1858,1025,735
2025,North Canberra,p,2687,2627,2915,4740,8937,8077,6161,4732,4344,3712,3702,3068,2732,2273,1791,1541,1104,1025
2025,South Canberra,p,1363,1461,1782,2011,1650,2538,2360,2282,1935,1943,2128,1931,1915,1736,1357,1251,793,783
2025,Tuggeranong,p,5455,5497,5539,5479,5132,5294,5507,5769,5840,5482,6036,5675,5438,4615,3812,2995,1642,1605
2025,Weston Creek,p,1948,1830,1616,1363,1027,1098,1472,1824,1976,1736,1526,1272,1079,1014,1007,1099,707,689
